timestamp,unique_id,orig_host,orig_port,resp_host,resp_port,protocol,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,Label,Sub_Label
1545413050.722742,C5nSQM2T7u86WQDNJl,192.168.1.198,36097,51.252.66.214,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1545448563.648121,Cmkn204D28HwzLAYPl,192.168.1.198,36097,110.166.228.211,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1525883004.008619,CAUI0j2Hc2UsolpjG9,192.168.100.103,46012,206.96.69.154,57433,tcp,-,2.999023,0,0,S0,-,-,0,S,3,180,0,0,(empty),BenignTraffic,BenignTraffic
1545455918.709092,C52LS02CZ7lFU2Hl42,192.168.1.198,36097,17.38.25.72,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1526042923.011871,CZutnP3GJmqZoYezlh,192.168.100.103,33370,115.232.212.113,58984,tcp,-,2.999023,0,0,S0,-,-,0,S,3,180,0,0,(empty),BenignTraffic,BenignTraffic
1545467710.988844,CAAeax11RKw8l2LWwh,192.168.1.198,36097,104.107.175.121,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1545429943.651024,CPLAbL2oXFYQ6Uqmnk,192.168.1.198,36097,47.44.162.162,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1569018482.093982,C7f38D4BLLiocFsGj4,192.168.1.195,45202,162.248.88.215,62336,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,Malicious,DDoS
1545414332.928526,Ca1THk1FoAS6Aqazpl,192.168.1.198,36097,106.13.176.20,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1545424477.091484,CftOVoT2itdAiRdai,192.168.1.198,36097,75.171.65.124,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1526278860.028055,CnXyWTedY9br9lW67,192.168.100.103,43763,17.190.252.208,57391,udp,-,-,-,-,S0,-,-,0,D,1,40,0,0,(empty),BenignTraffic,BenignTraffic
1526177630.016776,Cze0Hv2Wep1od69KW2,192.168.100.103,43763,139.170.200.242,32197,udp,-,-,-,-,S0,-,-,0,D,1,40,0,0,(empty),BenignTraffic,BenignTraffic
1545464598.552476,CjV4Rj2FZKZerKMaTb,192.168.1.198,36097,177.190.240.123,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1545399329.44789,CiT6euvm8cdeSSq18,192.168.1.198,36097,99.245.226.30,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1526075904.011934,Cd6maV3LPH88NBGIl8,192.168.100.103,43763,37.47.62.235,20116,udp,-,-,-,-,S0,-,-,0,D,1,40,0,0,(empty),BenignTraffic,BenignTraffic
1545434911.731816,CwlIY93q68FuxAUs1c,192.168.1.198,36097,168.81.130.183,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1525904509.013616,CN5AeG3lEfG5fnIcj,192.168.100.103,43763,7.52.239.50,1321,udp,-,-,-,-,S0,-,-,0,D,1,40,0,0,(empty),BenignTraffic,BenignTraffic
1525881054.027501,C8FIWV1Onzjk79Wtc4,192.168.100.103,51550,221.231.135.106,8080,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1545424551.915563,CLBDjP3ah4kXdVxEtf,192.168.1.198,36097,81.106.166.119,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1526246903.015815,C6EjhN1fcNa34ylmo1,192.168.100.103,43763,173.70.128.232,59543,udp,-,-,-,-,S0,-,-,0,D,1,40,0,0,(empty),BenignTraffic,BenignTraffic
1545397214.748544,C9d1J61rQUa7aGfx3k,192.168.1.198,36097,20.31.206.196,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1525952818.013364,CNlRxE17jKmt6r4pga,192.168.100.103,43763,180.54.103.242,52792,udp,-,-,-,-,S0,-,-,0,D,1,40,0,0,(empty),BenignTraffic,BenignTraffic
1569018222.489861,CpYdSg17jcoCt9opG9,192.168.1.195,61273,162.248.88.215,62336,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,Malicious,DDoS
1569018225.747199,CoM71b1hv2g80wmtN3,192.168.1.195,45013,162.248.88.215,62336,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,Malicious,DDoS
1545476329.683034,CZxFQI3vbX8XLA1785,192.168.1.198,36097,200.69.185.130,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1525888436.01509,CstaRg4k7Y2hbHXvxf,192.168.100.103,43763,193.175.86.90,48228,udp,-,-,-,-,S0,-,-,0,D,1,40,0,0,(empty),BenignTraffic,BenignTraffic
1525980277.012971,ChohKP1b2fLS3gC6ug,192.168.100.103,43763,31.156.115.107,10221,udp,-,-,-,-,S0,-,-,0,D,1,40,0,0,(empty),BenignTraffic,BenignTraffic
1569018291.227002,CrveNc43Dm1tK2QXG8,192.168.1.195,61829,162.248.88.215,62336,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,Malicious,DDoS
1545461716.017309,CRYKvm3P3ZP0FkJgp4,192.168.1.198,36097,9.175.152.209,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1526003816.001051,C4c9Mq31PqVhOLubw5,192.168.100.103,43763,184.98.32.226,49131,udp,-,-,-,-,S0,-,-,0,D,1,40,0,0,(empty),BenignTraffic,BenignTraffic
1569018410.828281,C05gnA1JD4owHT3SCb,192.168.1.195,36760,162.248.88.215,62336,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,Malicious,DDoS
1545444478.917126,CHFJJEtjXibJ7X99c,192.168.1.198,36097,66.249.217.251,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1569018458.704476,CpiU6G2CbMJeCoc908,192.168.1.195,48406,162.248.88.215,62336,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,Malicious,DDoS
1545410816.821676,CkI1b426Zx5fS9U03,192.168.1.198,36097,47.96.15.49,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1526113658.014662,CsBh723zePmtLaWTM9,192.168.100.103,43763,178.138.80.52,7315,udp,-,-,-,-,S0,-,-,0,D,1,40,0,0,(empty),BenignTraffic,BenignTraffic
1545402420.591037,CKv9AL3szoo2PzO7j5,192.168.1.198,36097,90.208.151.110,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1525982092.013259,C4InGv0kHERl4BLIh,192.168.100.103,43763,121.40.34.181,53997,udp,-,-,-,-,S0,-,-,0,D,1,40,0,0,(empty),BenignTraffic,BenignTraffic
1545426155.752401,CRhfCz1BYlyqRbDaOh,192.168.1.198,36097,189.76.223.47,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1545447930.000082,CbdiWkWXnIn0Mhsj4,192.168.1.198,36097,158.220.90.27,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1545427776.86354,CoNNkA145Pv1Juh1lf,192.168.1.198,36097,181.235.107.27,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1533062058.476101,CIcMQp1sXxkowYQ8v1,192.168.100.113,123,147.231.100.5,123,udp,-,0.001499,48,48,SF,-,-,0,Dd,1,76,1,76,(empty),BenignTraffic,BenignTraffic
1526178115.019963,CMiMAm1KYyrsiby8cc,192.168.100.103,43763,209.117.26.210,52891,udp,-,-,-,-,S0,-,-,0,D,1,40,0,0,(empty),BenignTraffic,BenignTraffic
1569018400.669983,CL1YQG230JQUxuHO19,192.168.1.195,44254,162.248.88.215,62336,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,Malicious,DDoS
1545428720.669389,CYfIU54eeJIXlNMeO9,192.168.1.198,36097,41.73.183.21,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1545451451.7857,C7Q8l02fAKOXLhwXLb,192.168.1.198,36097,12.238.255.97,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1545428937.932688,CYcnrt12l1lBOJpcbi,192.168.1.198,36097,202.4.154.7,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1545454175.456485,CYKo5o2b9NOMSNbzk,192.168.1.198,36097,114.20.120.247,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1545429040.023535,CxvFux4PmlcLVvZipa,192.168.1.198,36097,136.124.179.132,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1526168800.018907,Co6ELm3he9dWMiOyH7,192.168.100.103,43763,230.184.44.38,3888,udp,-,-,-,-,S0,-,-,0,D,1,40,0,0,(empty),BenignTraffic,BenignTraffic
1545422174.695056,CURlVwmdjq3U9NHvj,192.168.1.198,36097,61.138.49.251,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1545396230.288127,CoWIEHUjjYUXAJNei,192.168.1.198,36097,25.193.202.107,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1545428719.66245,Cl6zJt2SkREZX8OTKb,192.168.1.198,36097,81.2.80.113,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1545450552.665581,CZvqQ83PZq2jgl3Vmg,192.168.1.198,36097,50.174.250.116,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1526199225.023648,C9IofP1IKV2TYEYWx9,192.168.100.103,43763,251.185.152.98,11061,udp,-,-,-,-,S0,-,-,0,D,1,40,0,0,(empty),BenignTraffic,BenignTraffic
1545416683.115672,C6Day92L6KeQfMMYel,192.168.1.198,36097,69.49.16.19,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1545438437.780792,CyeutNqRneSopmYT6,192.168.1.198,36097,195.75.94.193,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1545461934.391509,CZvqxL2iVS72Wp0wuh,192.168.1.198,36097,135.67.138.115,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1569018439.084289,Cb7lVO24K1qVcSkZSi,192.168.1.195,42066,162.248.88.215,62336,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,Malicious,DDoS
1526114723.014648,Cpl29u1FL4oHjJREx3,192.168.100.103,43763,85.204.64.39,51540,udp,-,-,-,-,S0,-,-,0,D,1,40,0,0,(empty),BenignTraffic,BenignTraffic
1545463733.53677,CMtTPR3aJX5GS0Lzq9,192.168.1.198,36097,76.73.219.230,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1525987306.008955,CZq69g4Wot9uBE2NOd,192.168.100.103,43763,218.106.194.2,62427,udp,-,-,-,-,S0,-,-,0,D,1,40,0,0,(empty),BenignTraffic,BenignTraffic
1545412505.647916,Cecqf1135G0Vhb3bW3,192.168.1.198,36097,220.120.158.189,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1526130548.000608,Cfp5aV2QgqHHziCTf1,192.168.100.103,43763,142.237.188.213,39364,udp,-,-,-,-,S0,-,-,0,D,1,40,0,0,(empty),BenignTraffic,BenignTraffic
1545448423.215706,CmitIpqpU7KCle2ug,192.168.1.198,36097,32.158.135.228,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1545479908.215411,CmTx1U2p0pRwtGomZh,192.168.1.198,36097,184.124.85.157,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1526074158.042642,CRYWaj1xJd1x2Cf132,192.168.100.103,56933,118.107.77.8,8080,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1525882910.019592,CFti4RrFG5tihFai2,192.168.100.103,43763,231.122.102.247,1474,udp,-,-,-,-,S0,-,-,0,D,1,40,0,0,(empty),BenignTraffic,BenignTraffic
1545411381.545906,CQL5wm1UUpSkv40ru5,192.168.1.198,36097,81.104.20.215,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1526244459.02505,CDfDqd3oYkoixxsXXb,192.168.100.103,43763,50.63.46.53,56324,udp,-,-,-,-,S0,-,-,0,D,1,40,0,0,(empty),BenignTraffic,BenignTraffic
1545441882.622903,Ca2Y3z2jZwOQhgvUM2,192.168.1.198,36097,132.143.59.10,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1545441280.027238,CjXs0p1ALA9AmSphD8,192.168.1.198,36097,65.168.205.44,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1545396989.116376,CWGTGu2pLu81Hu95Vk,192.168.1.198,36097,96.203.218.245,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1545475650.50133,C5Q4ut2T04nddjNqI1,192.168.1.198,36097,93.53.124.117,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1526843967.01314,CzvKQtGKwsbnsEqkf,192.168.2.5,52781,191.183.231.242,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526040433.014727,C1PNyY32T59eRcl5Cb,192.168.100.103,43763,73.13.252.20,42750,udp,-,-,-,-,S0,-,-,0,D,1,40,0,0,(empty),BenignTraffic,BenignTraffic
1545400675.70922,C1mtSBFMPfn8nZm0d,192.168.1.198,36097,165.225.129.42,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1526178484.022481,CE1K5J1TGjLDjxl9F5,192.168.100.103,53943,213.116.150.120,23,tcp,-,2.998884,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1545421770.057432,C4fJN82vnnVs1Zs8y1,192.168.1.198,36097,211.164.90.78,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1526082345.009797,CpHrsh2vm1Rue2ul15,192.168.100.103,43763,1.47.160.191,13963,udp,-,-,-,-,S0,-,-,0,D,1,40,0,0,(empty),BenignTraffic,BenignTraffic
1545411239.114087,Caye5B22NNycTJBd31,192.168.1.198,36097,216.120.115.9,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1545398386.400231,CMxH5vGOldhZorA31,192.168.1.198,36097,88.45.20.26,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1569018378.641018,CDaYp52xbwmfuMrZN1,192.168.1.195,38395,162.248.88.215,62336,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,Malicious,DDoS
1569018454.945161,CHm6rz3PXEoQ45pSYd,192.168.1.195,35600,162.248.88.215,62336,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,Malicious,DDoS
1545414691.632064,C6VTqp1SHvMlJBy1dh,192.168.1.198,36097,84.146.200.83,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1545436283.523843,CrzNS7SZ1C7N1u2X9,192.168.1.198,36097,138.34.141.61,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1545478387.357513,C1IHC23j3u0XeLNP62,192.168.1.198,36097,73.223.89.122,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1569018251.499047,Ct9sGn2RDwjfYZBb3c,192.168.1.195,33866,162.248.88.215,62336,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,Malicious,DDoS
1545411921.571048,CZyikb1IrYNk3I4bFj,192.168.1.198,36097,112.1.79.247,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1545440342.492813,CE1VFA8aqC1Cujmm4,192.168.1.198,36097,103.97.141.168,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1533107466.474452,C2ipQ73NHlV6PghzK9,192.168.100.113,123,80.79.25.111,123,udp,-,0.002490,48,48,SF,-,-,0,Dd,1,76,1,76,(empty),BenignTraffic,BenignTraffic
1526130155.010989,CtDHBxxc4SraT4y35,192.168.100.103,43763,87.153.53.20,41709,udp,-,-,-,-,S0,-,-,0,D,1,40,0,0,(empty),BenignTraffic,BenignTraffic
1569018362.955561,Cnu5Xs13zoQxS4CJ5h,192.168.1.195,9608,162.248.88.215,62336,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,Malicious,DDoS
1569018458.902625,CYUNe64lZwfBiNElO2,192.168.1.195,37853,162.248.88.215,62336,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,Malicious,DDoS
1526063578.010834,CxxOwrzq35J3esWH7,192.168.100.103,43763,5.203.73.226,41373,udp,-,-,-,-,S0,-,-,0,D,1,40,0,0,(empty),BenignTraffic,BenignTraffic
1526254660.033733,CPIMhh3ZvsD6edp6i3,192.168.100.103,32932,191.110.104.213,12142,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),BenignTraffic,BenignTraffic
1526032493.012886,CowgSw4LmcXhO9jLqa,192.168.100.103,43763,112.73.223.196,16012,udp,-,-,-,-,S0,-,-,0,D,1,40,0,0,(empty),BenignTraffic,BenignTraffic
1525968698.00988,CRLcVC1Qbr5GuCvlY9,192.168.100.103,43763,224.191.251.3,17686,udp,-,-,-,-,S0,-,-,0,D,1,40,0,0,(empty),BenignTraffic,BenignTraffic
1545413993.42933,Crx4q52uuhVrXaqPbl,192.168.1.198,36097,222.109.124.51,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1569018254.291626,CY0aBJ2EkEV7IKAMVc,192.168.1.195,55332,162.248.88.215,62336,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,Malicious,DDoS
1525962808.010081,CwWTY82n4KdJEgAcSg,192.168.100.103,43763,248.84.91.33,36792,udp,-,-,-,-,S0,-,-,0,D,1,40,0,0,(empty),BenignTraffic,BenignTraffic
1526271080.031351,CXUqhO3hkDJW3mcNsa,192.168.100.103,43763,198.234.247.38,32503,udp,-,-,-,-,S0,-,-,0,D,1,40,0,0,(empty),BenignTraffic,BenignTraffic
1569018261.315532,Cutz3r0QF9dsox7q3,192.168.1.195,5460,162.248.88.215,62336,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,Malicious,DDoS
1569018315.035072,C7qLO4xYwLEy49sPf,192.168.1.195,21837,162.248.88.215,62336,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,Malicious,DDoS
1526084259.008839,C1S2Ur4KpxL6YCLSkh,192.168.100.103,43763,107.211.42.104,62804,udp,-,-,-,-,S0,-,-,0,D,1,40,0,0,(empty),BenignTraffic,BenignTraffic
1526255185.014919,CJVbXD4oSzAEhYLXcc,192.168.100.103,43763,213.208.147.211,32399,udp,-,-,-,-,S0,-,-,0,D,1,40,0,0,(empty),BenignTraffic,BenignTraffic
1525941576.008225,CdhD2L1GaFrSzMeOkk,192.168.100.103,43763,236.70.141.205,61558,udp,-,-,-,-,S0,-,-,0,D,1,40,0,0,(empty),BenignTraffic,BenignTraffic
1545416646.7366,CbbZID2sfl3AeUY8O5,192.168.1.198,36097,40.101.79.1,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1526129938.011145,CzFj0E1FmRKXdslFyh,192.168.100.103,43763,59.84.155.149,47200,udp,-,-,-,-,S0,-,-,0,D,1,40,0,0,(empty),BenignTraffic,BenignTraffic
1545472951.57276,CEiDOhtwHeYooEaM,192.168.1.198,36097,150.1.88.77,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1526166690.016186,CC4UEE4pPAV9E6CtH9,192.168.100.103,43763,33.148.101.192,49769,udp,-,-,-,-,S0,-,-,0,D,1,40,0,0,(empty),BenignTraffic,BenignTraffic
1526245483.025748,CCDEfmqO7DvaQyxj6,192.168.100.103,50644,8.232.113.57,8080,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1545470522.142315,CiGwlo1jyx5AIx8aF9,192.168.1.198,36097,73.213.243.112,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1526069657.01215,CzS4I73VN743LV02c2,192.168.100.103,43763,179.97.240.133,22461,udp,-,-,-,-,S0,-,-,0,D,1,40,0,0,(empty),BenignTraffic,BenignTraffic
1525979164.010962,CYtCIJ2448qtXTLb4c,192.168.100.103,43763,199.232.86.154,7291,udp,-,-,-,-,S0,-,-,0,D,1,40,0,0,(empty),BenignTraffic,BenignTraffic
1545447225.334849,CRtmmO3KZnMSL5xGOi,192.168.1.198,36097,175.51.87.200,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1545403193.024915,CA2pQF3eyeq723NCNg,192.168.1.198,36097,117.172.115.129,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1569018227.116249,CcXvy635KDGZr9bNk3,192.168.1.195,5164,162.248.88.215,62336,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,Malicious,DDoS
1545438349.771655,CzltdB4qGxLkAAMOjk,192.168.1.198,36097,109.77.206.65,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1545415918.971053,CdSSdp1J2zyAcCCJpg,192.168.1.198,36097,65.19.4.29,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1526159775.014908,CzUTtd28MmBrm0P5Cb,192.168.100.103,43763,115.110.119.152,29347,udp,-,-,-,-,S0,-,-,0,D,1,40,0,0,(empty),BenignTraffic,BenignTraffic
1525950497.01348,CXYRst3aIf7zklR41,192.168.100.103,43763,37.229.43.27,57697,udp,-,-,-,-,S0,-,-,0,D,1,40,0,0,(empty),BenignTraffic,BenignTraffic
1569018229.80463,C9HSDm4fAVbXKOXlAh,192.168.1.195,23436,162.248.88.215,62336,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,Malicious,DDoS
1526035131.011944,C1FacoPPgGAzK0VP3,192.168.100.103,43763,150.27.164.20,53002,udp,-,-,-,-,S0,-,-,0,D,1,40,0,0,(empty),BenignTraffic,BenignTraffic
1526043697.009793,Cih5cJ2BvSk88GuaR4,192.168.100.103,51136,24.27.157.49,10111,tcp,-,2.998785,0,0,S0,-,-,0,S,3,180,0,0,(empty),BenignTraffic,BenignTraffic
1545453142.188254,CBTJRl4v2j4LMYbkW4,192.168.1.198,36097,9.224.37.116,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1545414796.724042,CpKKp62EGU43M8xWh,192.168.1.198,36097,170.141.206.97,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1569018295.363883,CkS4Fn1bQ7B18uS0i4,192.168.1.195,59238,162.248.88.215,62336,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,Malicious,DDoS
1545409763.546695,ClyJmi3JgjcbeROD19,192.168.1.198,36097,186.242.101.206,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1526202107.025735,CvzitOAAtOkYz3hE4,192.168.100.103,43763,27.188.220.215,3398,udp,-,-,-,-,S0,-,-,0,D,1,40,0,0,(empty),BenignTraffic,BenignTraffic
1545426768.435723,CHaXtb3b4AvS8xnob,192.168.1.198,36097,206.88.243.42,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1545468641.21733,CnnKVi1MBAKVibnccd,192.168.1.198,36097,65.60.16.144,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1526110000.003196,CZSRvc43St7013TGUi,192.168.100.103,43763,151.152.113.103,35967,udp,-,-,-,-,S0,-,-,0,D,1,40,0,0,(empty),BenignTraffic,BenignTraffic
